geom_wkt,trace_number,device_id,ts
POINT (116.385464 39.899054),5,2,2009-02-25 09:48:34+00
POINT (116.385469 39.898995),5,2,2009-02-25 09:48:36+00
POINT (116.385486 39.898946),5,2,2009-02-25 09:48:38+00
POINT (116.385493 39.898883),5,2,2009-02-25 09:48:41+00
POINT (116.385496 39.898824),5,2,2009-02-25 09:48:44+00
POINT (116.385519 39.898767),5,2,2009-02-25 09:48:47+00
POINT (116.38552 39.898712),5,2,2009-02-25 09:48:50+00
POINT (116.385489 39.898669),5,2,2009-02-25 09:48:54+00
POINT (116.385473 39.898623),5,2,2009-02-25 09:48:58+00
POINT (116.385453 39.898603),5,2,2009-02-25 09:49:03+00
POINT (116.385435 39.898564),5,2,2009-02-25 09:49:07+00
POINT (116.385398 39.898538),5,2,2009-02-25 09:49:12+00
POINT (116.385346 39.898516),5,2,2009-02-25 09:49:17+00
POINT (116.385323 39.89848),5,2,2009-02-25 09:49:22+00
POINT (116.385319 39.898437),5,2,2009-02-25 09:49:27+00
POINT (116.38531 39.898372),5,2,2009-02-25 09:49:30+00
POINT (116.385304 39.89831),5,2,2009-02-25 09:49:32+00
POINT (116.385307 39.89825),5,2,2009-02-25 09:49:34+00
POINT (116.385418 39.899358),5,2,2009-02-25 09:51:38+00
POINT (116.385289 39.899176),5,2,2009-02-25 09:51:39+00
POINT (116.385265 39.899141),5,2,2009-02-25 09:51:41+00
POINT (116.385303 39.899186),5,2,2009-02-25 09:51:42+00
POINT (116.38528 39.899147),5,2,2009-02-25 09:51:44+00
POINT (116.385246 39.899105),5,2,2009-02-25 09:51:47+00
POINT (116.3852 39.899024),5,2,2009-02-25 09:51:49+00
POINT (116.385155 39.898983),5,2,2009-02-25 09:51:52+00
POINT (116.385175 39.899055),5,2,2009-02-25 09:51:56+00
POINT (116.384895 39.898614),5,2,2009-02-25 09:51:57+00
POINT (116.384873 39.898583),5,2,2009-02-25 09:52:02+00
POINT (116.384846 39.898527),5,2,2009-02-25 09:52:06+00
POINT (116.38483 39.898601),5,2,2009-02-25 09:52:08+00
POINT (116.384782 39.898631),5,2,2009-02-25 09:52:12+00
POINT (116.384719 39.898559),5,2,2009-02-25 09:52:14+00
POINT (116.38472 39.898615),5,2,2009-02-25 09:52:16+00
POINT (116.384724 39.898659),5,2,2009-02-25 09:52:19+00
POINT (116.384744 39.898737),5,2,2009-02-25 09:52:22+00
POINT (116.384728 39.898693),5,2,2009-02-25 09:52:25+00
POINT (116.384752 39.898733),5,2,2009-02-25 09:52:30+00
POINT (116.38475 39.898624),5,2,2009-02-25 09:52:33+00
POINT (116.384754 39.898574),5,2,2009-02-25 09:52:34+00
POINT (116.384753 39.898499),5,2,2009-02-25 09:52:36+00
POINT (116.384721 39.89849),5,2,2009-02-25 09:52:41+00
POINT (116.3847 39.898508),5,2,2009-02-25 09:52:46+00
POINT (116.384652 39.898537),5,2,2009-02-25 09:52:50+00
POINT (116.384615 39.898597),5,2,2009-02-25 09:52:52+00
POINT (116.384552 39.898572),5,2,2009-02-25 09:52:55+00
POINT (116.384494 39.898567),5,2,2009-02-25 09:52:59+00
POINT (116.384447 39.898548),5,2,2009-02-25 09:53:04+00
POINT (116.384393 39.898567),5,2,2009-02-25 09:53:09+00
POINT (116.384405 39.898584),5,2,2009-02-25 09:53:14+00
POINT (116.384403 39.898631),5,2,2009-02-25 09:53:17+00
POINT (116.384395 39.898675),5,2,2009-02-25 09:53:20+00
POINT (116.384392 39.898721),5,2,2009-02-25 09:53:23+00
POINT (116.384392 39.898776),5,2,2009-02-25 09:53:26+00
POINT (116.384394 39.898836),5,2,2009-02-25 09:53:29+00
POINT (116.384379 39.898893),5,2,2009-02-25 09:53:33+00
POINT (116.384371 39.898949),5,2,2009-02-25 09:53:37+00
POINT (116.384324 39.898961),5,2,2009-02-25 09:53:42+00
POINT (116.384305 39.898951),5,2,2009-02-25 09:53:47+00
POINT (116.384272 39.898919),5,2,2009-02-25 09:53:52+00
POINT (116.384262 39.898973),5,2,2009-02-25 09:53:57+00
POINT (116.384251 39.898975),5,2,2009-02-25 09:54:02+00
POINT (116.384231 39.898965),5,2,2009-02-25 09:54:07+00
POINT (116.384192 39.898947),5,2,2009-02-25 09:54:12+00
POINT (116.384158 39.899009),5,2,2009-02-25 09:54:17+00
POINT (116.384088 39.899001),5,2,2009-02-25 09:54:21+00
POINT (116.384031 39.898987),5,2,2009-02-25 09:54:26+00
POINT (116.383977 39.898983),5,2,2009-02-25 09:54:31+00
POINT (116.383958 39.898983),5,2,2009-02-25 09:54:36+00
POINT (116.383963 39.898954),5,2,2009-02-25 09:54:41+00
POINT (116.383937 39.898939),5,2,2009-02-25 09:54:46+00
POINT (116.383886 39.898974),5,2,2009-02-25 09:54:50+00
POINT (116.383801 39.898954),5,2,2009-02-25 09:54:54+00
POINT (116.383726 39.898931),5,2,2009-02-25 09:54:56+00
POINT (116.383691 39.898922),5,2,2009-02-25 09:55:01+00
POINT (116.383719 39.898913),5,2,2009-02-25 09:55:06+00
POINT (116.383705 39.898898),5,2,2009-02-25 09:55:11+00
POINT (116.383648 39.89892),5,2,2009-02-25 09:55:15+00
POINT (116.383549 39.89879),5,2,2009-02-25 09:55:17+00
POINT (116.383498 39.898801),5,2,2009-02-25 09:55:22+00
POINT (116.38346 39.898811),5,2,2009-02-25 09:55:27+00
POINT (116.383418 39.898839),5,2,2009-02-25 09:55:32+00
POINT (116.383371 39.898835),5,2,2009-02-25 09:55:37+00
POINT (116.383304 39.898817),5,2,2009-02-25 09:55:41+00
POINT (116.383242 39.898811),5,2,2009-02-25 09:55:45+00
POINT (116.383181 39.898816),5,2,2009-02-25 09:55:49+00
POINT (116.38312 39.898829),5,2,2009-02-25 09:55:52+00
POINT (116.38307 39.898798),5,2,2009-02-25 09:55:56+00
POINT (116.383011 39.898783),5,2,2009-02-25 09:56:01+00
POINT (116.382959 39.898752),5,2,2009-02-25 09:56:05+00
POINT (116.382903 39.898763),5,2,2009-02-25 09:56:09+00
POINT (116.382899 39.898836),5,2,2009-02-25 09:56:12+00
POINT (116.382877 39.898856),5,2,2009-02-25 09:56:17+00
POINT (116.382822 39.898886),5,2,2009-02-25 09:56:21+00
POINT (116.382815 39.898853),5,2,2009-02-25 09:56:26+00
POINT (116.382818 39.898824),5,2,2009-02-25 09:56:31+00
POINT (116.38282 39.898784),5,2,2009-02-25 09:56:36+00
POINT (116.382779 39.898789),5,2,2009-02-25 09:56:41+00
POINT (116.382741 39.898885),5,2,2009-02-25 09:56:43+00
POINT (116.382705 39.898936),5,2,2009-02-25 09:56:45+00
POINT (116.382671 39.898978),5,2,2009-02-25 09:56:47+00
POINT (116.382631 39.899034),5,2,2009-02-25 09:56:50+00
POINT (116.382592 39.899095),5,2,2009-02-25 09:56:52+00
POINT (116.382524 39.899103),5,2,2009-02-25 09:56:57+00
POINT (116.382392 39.898875),5,2,2009-02-25 09:57:00+00
POINT (116.382287 39.898744),5,2,2009-02-25 09:57:03+00
POINT (116.382246 39.898699),5,2,2009-02-25 09:57:04+00
POINT (116.382178 39.898662),5,2,2009-02-25 09:57:06+00
POINT (116.382139 39.898598),5,2,2009-02-25 09:57:07+00
POINT (116.382083 39.898561),5,2,2009-02-25 09:57:09+00
POINT (116.38202 39.898546),5,2,2009-02-25 09:57:13+00
POINT (116.381937 39.898549),5,2,2009-02-25 09:57:17+00
POINT (116.38187 39.89855),5,2,2009-02-25 09:57:20+00
POINT (116.381812 39.898565),5,2,2009-02-25 09:57:24+00
POINT (116.381737 39.898562),5,2,2009-02-25 09:57:28+00
POINT (116.381661 39.898549),5,2,2009-02-25 09:57:32+00
POINT (116.381593 39.89856),5,2,2009-02-25 09:57:36+00
POINT (116.381527 39.89856),5,2,2009-02-25 09:57:40+00
POINT (116.381447 39.898568),5,2,2009-02-25 09:57:44+00
POINT (116.381387 39.898591),5,2,2009-02-25 09:57:48+00
POINT (116.381336 39.898631),5,2,2009-02-25 09:57:52+00
POINT (116.381273 39.898658),5,2,2009-02-25 09:57:55+00
POINT (116.381201 39.898665),5,2,2009-02-25 09:57:59+00
POINT (116.381148 39.898686),5,2,2009-02-25 09:58:01+00
POINT (116.381071 39.898722),5,2,2009-02-25 09:58:05+00
POINT (116.381015 39.898738),5,2,2009-02-25 09:58:08+00
POINT (116.380962 39.898768),5,2,2009-02-25 09:58:12+00
POINT (116.380904 39.898785),5,2,2009-02-25 09:58:17+00
POINT (116.380793 39.898701),5,2,2009-02-25 09:58:20+00
POINT (116.380747 39.898651),5,2,2009-02-25 09:58:21+00
POINT (116.380704 39.898591),5,2,2009-02-25 09:58:22+00
POINT (116.380647 39.898511),5,2,2009-02-25 09:58:24+00
POINT (116.380589 39.898496),5,2,2009-02-25 09:58:28+00
POINT (116.380522 39.898496),5,2,2009-02-25 09:58:31+00
POINT (116.380459 39.898499),5,2,2009-02-25 09:58:34+00
POINT (116.380396 39.898507),5,2,2009-02-25 09:58:37+00
POINT (116.380347 39.898533),5,2,2009-02-25 09:58:41+00
POINT (116.380301 39.898583),5,2,2009-02-25 09:58:46+00
POINT (116.380233 39.898596),5,2,2009-02-25 09:58:50+00
POINT (116.380188 39.898601),5,2,2009-02-25 09:58:55+00
POINT (116.380162 39.898573),5,2,2009-02-25 09:59:00+00
POINT (116.38013 39.898561),5,2,2009-02-25 09:59:05+00
POINT (116.380038 39.89856),5,2,2009-02-25 09:59:08+00
POINT (116.379972 39.89854),5,2,2009-02-25 09:59:09+00
POINT (116.379906 39.898517),5,2,2009-02-25 09:59:13+00
POINT (116.379846 39.898496),5,2,2009-02-25 09:59:17+00
POINT (116.379786 39.898469),5,2,2009-02-25 09:59:21+00
POINT (116.379743 39.898436),5,2,2009-02-25 09:59:24+00
POINT (116.379674 39.898445),5,2,2009-02-25 09:59:28+00
POINT (116.379612 39.89846),5,2,2009-02-25 09:59:30+00
POINT (116.379526 39.898431),5,2,2009-02-25 09:59:33+00
POINT (116.379444 39.898442),5,2,2009-02-25 09:59:36+00
POINT (116.379389 39.898463),5,2,2009-02-25 09:59:38+00
POINT (116.379326 39.898486),5,2,2009-02-25 09:59:40+00
POINT (116.379256 39.8985),5,2,2009-02-25 09:59:43+00
POINT (116.379193 39.89853),5,2,2009-02-25 09:59:46+00
POINT (116.379126 39.898548),5,2,2009-02-25 09:59:49+00
POINT (116.379066 39.898542),5,2,2009-02-25 09:59:54+00
POINT (116.379023 39.898552),5,2,2009-02-25 09:59:59+00
POINT (116.379 39.898548),5,2,2009-02-25 10:00:04+00
POINT (116.378977 39.898563),5,2,2009-02-25 10:00:09+00
POINT (116.378935 39.898566),5,2,2009-02-25 10:00:14+00
POINT (116.378912 39.898574),5,2,2009-02-25 10:00:19+00
POINT (116.378897 39.898585),5,2,2009-02-25 10:00:24+00
POINT (116.348074 39.940518),5,2,2009-02-25 10:19:50+00
POINT (116.348063 39.940314),5,2,2009-02-25 10:19:51+00
POINT (116.348062 39.940281),5,2,2009-02-25 10:19:52+00
POINT (116.348076 39.940268),5,2,2009-02-25 10:19:53+00
POINT (116.348022 39.940241),5,2,2009-02-25 10:19:55+00
POINT (116.347949 39.94025),5,2,2009-02-25 10:20:00+00
POINT (116.347919 39.940211),5,2,2009-02-25 10:20:03+00
POINT (116.347871 39.940183),5,2,2009-02-25 10:20:08+00
POINT (116.347831 39.940209),5,2,2009-02-25 10:20:13+00
POINT (116.347775 39.940249),5,2,2009-02-25 10:20:15+00
POINT (116.347751 39.9403),5,2,2009-02-25 10:20:20+00
POINT (116.347756 39.940318),5,2,2009-02-25 10:20:25+00
POINT (116.347737 39.94032),5,2,2009-02-25 10:20:30+00
POINT (116.34768 39.940311),5,2,2009-02-25 10:20:35+00
POINT (116.347661 39.940338),5,2,2009-02-25 10:20:40+00
POINT (116.347608 39.940352),5,2,2009-02-25 10:20:45+00
POINT (116.347553 39.940349),5,2,2009-02-25 10:20:50+00
POINT (116.347539 39.940379),5,2,2009-02-25 10:20:55+00
POINT (116.34749 39.940397),5,2,2009-02-25 10:21:00+00
POINT (116.347456 39.940403),5,2,2009-02-25 10:21:05+00
POINT (116.347402 39.940373),5,2,2009-02-25 10:21:09+00
POINT (116.347354 39.940335),5,2,2009-02-25 10:21:12+00
POINT (116.347299 39.940295),5,2,2009-02-25 10:21:16+00
POINT (116.347239 39.940273),5,2,2009-02-25 10:21:19+00
POINT (116.301002 40.050427),5,2,2009-02-25 10:43:52+00
POINT (116.301136 40.050428),5,2,2009-02-25 10:43:53+00
POINT (116.301168 40.050377),5,2,2009-02-25 10:43:54+00
POINT (116.301164 40.050338),5,2,2009-02-25 10:43:55+00
POINT (116.301135 40.050307),5,2,2009-02-25 10:43:57+00
POINT (116.301071 40.050321),5,2,2009-02-25 10:43:59+00
POINT (116.301009 40.05034),5,2,2009-02-25 10:44:01+00
POINT (116.300949 40.05037),5,2,2009-02-25 10:44:04+00
POINT (116.300907 40.050394),5,2,2009-02-25 10:44:09+00
POINT (116.300905 40.050426),5,2,2009-02-25 10:44:14+00
POINT (116.300896 40.050464),5,2,2009-02-25 10:44:19+00
POINT (116.3009 40.050492),5,2,2009-02-25 10:44:24+00
POINT (116.300913 40.050486),5,2,2009-02-25 10:44:34+00
POINT (116.300861 40.050198),5,2,2009-02-25 10:45:13+00
POINT (116.300748 40.050236),5,2,2009-02-25 10:45:15+00
POINT (116.300626 40.05025),5,2,2009-02-25 10:45:18+00
POINT (116.300566 40.050242),5,2,2009-02-25 10:45:19+00
POINT (116.300476 40.050238),5,2,2009-02-25 10:45:22+00
POINT (116.300402 40.050262),5,2,2009-02-25 10:45:23+00
POINT (116.300385 40.050287),5,2,2009-02-25 10:45:26+00
POINT (116.30035 40.05032),5,2,2009-02-25 10:45:31+00
POINT (116.300359 40.050359),5,2,2009-02-25 10:45:36+00
POINT (116.30034 40.050402),5,2,2009-02-25 10:45:41+00
POINT (116.300292 40.050433),5,2,2009-02-25 10:45:46+00
POINT (116.300272 40.050487),5,2,2009-02-25 10:45:51+00
POINT (116.300252 40.05053),5,2,2009-02-25 10:45:55+00
POINT (116.300225 40.050536),5,2,2009-02-25 10:46:00+00
POINT (116.300226 40.050536),5,2,2009-02-25 10:46:05+00
POINT (116.300227 40.050532),5,2,2009-02-25 10:46:10+00
POINT (116.300234 40.050531),5,2,2009-02-25 10:46:15+00
POINT (116.300237 40.050532),5,2,2009-02-25 10:46:20+00
POINT (116.300237 40.050532),5,2,2009-02-25 10:46:23+00
POINT (116.300234 40.050537),5,2,2009-02-25 10:46:25+00
POINT (116.300205 40.050537),5,2,2009-02-25 10:46:30+00
POINT (116.300198 40.05055),5,2,2009-02-25 10:46:35+00
POINT (116.300196 40.050565),5,2,2009-02-25 10:46:40+00
POINT (116.300164 40.050612),5,2,2009-02-25 10:46:44+00
POINT (116.300118 40.050654),5,2,2009-02-25 10:46:48+00
POINT (116.300076 40.050676),5,2,2009-02-25 10:46:53+00
POINT (116.300024 40.050691),5,2,2009-02-25 10:46:55+00
POINT (116.299988 40.050649),5,2,2009-02-25 10:46:59+00
POINT (116.29993 40.050663),5,2,2009-02-25 10:47:01+00
POINT (116.299888 40.050658),5,2,2009-02-25 10:47:06+00
POINT (116.299829 40.050664),5,2,2009-02-25 10:47:11+00
POINT (116.299781 40.050705),5,2,2009-02-25 10:47:16+00
POINT (116.299746 40.050742),5,2,2009-02-25 10:47:19+00
POINT (116.29971 40.050784),5,2,2009-02-25 10:47:22+00
POINT (116.299673 40.050807),5,2,2009-02-25 10:47:27+00
POINT (116.299563 40.050803),5,2,2009-02-25 10:47:32+00
POINT (116.299519 40.050821),5,2,2009-02-25 10:47:37+00
POINT (116.299522 40.050868),5,2,2009-02-25 10:47:42+00
POINT (116.299489 40.050889),5,2,2009-02-25 10:47:47+00
POINT (116.299489 40.050889),5,2,2009-02-25 10:47:50+00
POINT (116.299486 40.050889),5,2,2009-02-25 10:47:52+00
POINT (116.299445 40.050916),5,2,2009-02-25 10:47:57+00
POINT (116.2994 40.050936),5,2,2009-02-25 10:48:02+00
POINT (116.299354 40.050964),5,2,2009-02-25 10:48:06+00
POINT (116.2993 40.050986),5,2,2009-02-25 10:48:10+00
POINT (116.29926 40.050968),5,2,2009-02-25 10:48:15+00
POINT (116.299193 40.050978),5,2,2009-02-25 10:48:19+00
POINT (116.299163 40.051003),5,2,2009-02-25 10:48:24+00
POINT (116.299155 40.051032),5,2,2009-02-25 10:48:29+00
POINT (116.299143 40.051067),5,2,2009-02-25 10:48:34+00
POINT (116.299112 40.051099),5,2,2009-02-25 10:48:39+00
POINT (116.299078 40.051129),5,2,2009-02-25 10:48:44+00
POINT (116.299033 40.051151),5,2,2009-02-25 10:48:49+00
POINT (116.298985 40.051164),5,2,2009-02-25 10:48:54+00
POINT (116.298954 40.051164),5,2,2009-02-25 10:48:59+00
POINT (116.298913 40.051197),5,2,2009-02-25 10:49:03+00
POINT (116.298882 40.051234),5,2,2009-02-25 10:49:08+00
POINT (116.298859 40.05129),5,2,2009-02-25 10:49:12+00
POINT (116.298836 40.051348),5,2,2009-02-25 10:49:14+00
POINT (116.298797 40.051401),5,2,2009-02-25 10:49:17+00
POINT (116.29875 40.051437),5,2,2009-02-25 10:49:22+00
POINT (116.298712 40.051399),5,2,2009-02-25 10:49:27+00
POINT (116.298653 40.051394),5,2,2009-02-25 10:49:32+00
POINT (116.298606 40.051421),5,2,2009-02-25 10:49:37+00
POINT (116.298593 40.05147),5,2,2009-02-25 10:49:41+00
POINT (116.298577 40.051514),5,2,2009-02-25 10:49:44+00
POINT (116.298548 40.051564),5,2,2009-02-25 10:49:48+00
POINT (116.298518 40.051615),5,2,2009-02-25 10:49:53+00
POINT (116.298479 40.051656),5,2,2009-02-25 10:49:56+00
POINT (116.298458 40.051698),5,2,2009-02-25 10:49:59+00
POINT (116.298438 40.05174),5,2,2009-02-25 10:50:01+00
POINT (116.298399 40.051801),5,2,2009-02-25 10:50:04+00
POINT (116.298364 40.051848),5,2,2009-02-25 10:50:07+00
POINT (116.29833 40.05189),5,2,2009-02-25 10:50:10+00
POINT (116.298288 40.051923),5,2,2009-02-25 10:50:13+00
POINT (116.298224 40.051927),5,2,2009-02-25 10:50:17+00
POINT (116.298155 40.05187),5,2,2009-02-25 10:50:19+00
POINT (116.298128 40.051868),5,2,2009-02-25 10:50:24+00
POINT (116.298099 40.051912),5,2,2009-02-25 10:50:27+00
POINT (116.298088 40.051963),5,2,2009-02-25 10:50:29+00
POINT (116.298065 40.052004),5,2,2009-02-25 10:50:31+00
POINT (116.298019 40.052043),5,2,2009-02-25 10:50:34+00
POINT (116.29797 40.052079),5,2,2009-02-25 10:50:39+00
POINT (116.297919 40.052071),5,2,2009-02-25 10:50:44+00
POINT (116.297848 40.052064),5,2,2009-02-25 10:50:49+00
POINT (116.297782 40.052051),5,2,2009-02-25 10:50:53+00
POINT (116.297714 40.052034),5,2,2009-02-25 10:50:56+00
POINT (116.297643 40.052009),5,2,2009-02-25 10:50:58+00
POINT (116.297572 40.051974),5,2,2009-02-25 10:51:00+00
POINT (116.297469 40.051937),5,2,2009-02-25 10:51:02+00
POINT (116.297403 40.051914),5,2,2009-02-25 10:51:03+00
POINT (116.297292 40.051885),5,2,2009-02-25 10:51:04+00
POINT (116.297154 40.051968),5,2,2009-02-25 10:51:09+00
POINT (116.297088 40.052018),5,2,2009-02-25 10:51:10+00
POINT (116.29702 40.052029),5,2,2009-02-25 10:51:11+00
POINT (116.297022 40.052095),5,2,2009-02-25 10:51:13+00
POINT (116.297053 40.052135),5,2,2009-02-25 10:51:15+00
POINT (116.296991 40.052136),5,2,2009-02-25 10:51:19+00
POINT (116.296978 40.052127),5,2,2009-02-25 10:51:24+00
POINT (116.296962 40.05215),5,2,2009-02-25 10:51:29+00
POINT (116.296884 40.05212),5,2,2009-02-25 10:51:31+00
POINT (116.296938 40.05209),5,2,2009-02-25 10:51:34+00
POINT (116.296939 40.052059),5,2,2009-02-25 10:51:39+00
POINT (116.296866 40.052023),5,2,2009-02-25 10:51:43+00
POINT (116.296799 40.05199),5,2,2009-02-25 10:51:46+00
POINT (116.296738 40.051987),5,2,2009-02-25 10:51:50+00
POINT (116.296678 40.051963),5,2,2009-02-25 10:51:53+00
POINT (116.296636 40.05193),5,2,2009-02-25 10:51:55+00
POINT (116.296616 40.05193),5,2,2009-02-25 10:52:00+00
POINT (116.296629 40.05188),5,2,2009-02-25 10:52:04+00
POINT (116.296579 40.051879),5,2,2009-02-25 10:52:09+00
POINT (116.29654 40.051893),5,2,2009-02-25 10:52:14+00
POINT (116.296541 40.051918),5,2,2009-02-25 10:52:19+00
POINT (116.296487 40.051944),5,2,2009-02-25 10:52:24+00
POINT (116.296427 40.051965),5,2,2009-02-25 10:52:29+00
POINT (116.29635 40.051962),5,2,2009-02-25 10:52:34+00
POINT (116.296292 40.051959),5,2,2009-02-25 10:52:37+00
POINT (116.296214 40.05194),5,2,2009-02-25 10:52:41+00
POINT (116.296157 40.051947),5,2,2009-02-25 10:52:44+00
POINT (116.296108 40.051979),5,2,2009-02-25 10:52:49+00
POINT (116.296076 40.05201),5,2,2009-02-25 10:52:54+00
POINT (116.296002 40.052018),5,2,2009-02-25 10:52:58+00
POINT (116.295901 40.052033),5,2,2009-02-25 10:53:00+00
POINT (116.29581 40.052023),5,2,2009-02-25 10:53:02+00
POINT (116.295712 40.052029),5,2,2009-02-25 10:53:03+00
POINT (116.295643 40.052053),5,2,2009-02-25 10:53:05+00
POINT (116.295585 40.052078),5,2,2009-02-25 10:53:07+00
POINT (116.295485 40.052109),5,2,2009-02-25 10:53:11+00
POINT (116.295436 40.052146),5,2,2009-02-25 10:53:15+00
POINT (116.295417 40.052191),5,2,2009-02-25 10:53:18+00
POINT (116.295328 40.052176),5,2,2009-02-25 10:53:22+00
POINT (116.295282 40.052157),5,2,2009-02-25 10:53:27+00
POINT (116.295251 40.052186),5,2,2009-02-25 10:53:32+00
POINT (116.295228 40.052241),5,2,2009-02-25 10:53:36+00
POINT (116.295209 40.052291),5,2,2009-02-25 10:53:39+00
POINT (116.295197 40.052347),5,2,2009-02-25 10:53:42+00
POINT (116.295177 40.052399),5,2,2009-02-25 10:53:45+00
POINT (116.29498 40.051243),5,2,2009-02-25 10:54:17+00
POINT (116.294699 40.051969),5,2,2009-02-25 10:54:18+00
POINT (116.294615 40.052199),5,2,2009-02-25 10:54:19+00
POINT (116.294566 40.052195),5,2,2009-02-25 10:54:20+00
POINT (116.294527 40.05216),5,2,2009-02-25 10:54:22+00
POINT (116.294564 40.052103),5,2,2009-02-25 10:54:24+00
POINT (116.294586 40.051959),5,2,2009-02-25 10:54:26+00
POINT (116.294598 40.051917),5,2,2009-02-25 10:54:28+00
POINT (116.294622 40.051882),5,2,2009-02-25 10:54:30+00
POINT (116.294663 40.051793),5,2,2009-02-25 10:54:31+00
POINT (116.29469 40.051733),5,2,2009-02-25 10:54:32+00
POINT (116.294705 40.051693),5,2,2009-02-25 10:54:35+00
POINT (116.294707 40.051648),5,2,2009-02-25 10:54:39+00
POINT (116.294726 40.051597),5,2,2009-02-25 10:54:42+00
POINT (116.294757 40.051559),5,2,2009-02-25 10:54:45+00
POINT (116.294795 40.051525),5,2,2009-02-25 10:54:47+00
POINT (116.295591 40.0519),5,2,2009-02-25 13:30:22+00
POINT (116.295466 40.052105),5,2,2009-02-25 13:30:23+00
POINT (116.295505 40.052021),5,2,2009-02-25 13:30:25+00
POINT (116.295573 40.051986),5,2,2009-02-25 13:30:27+00
POINT (116.295598 40.051973),5,2,2009-02-25 13:30:29+00
POINT (116.29558 40.051906),5,2,2009-02-25 13:30:32+00
POINT (116.295692 40.051815),5,2,2009-02-25 13:30:33+00
POINT (116.295755 40.0518),5,2,2009-02-25 13:30:34+00
POINT (116.295761 40.051725),5,2,2009-02-25 13:30:39+00
POINT (116.295799 40.051747),5,2,2009-02-25 13:30:44+00
POINT (116.295808 40.051723),5,2,2009-02-25 13:30:48+00
POINT (116.295851 40.051719),5,2,2009-02-25 13:30:53+00
POINT (116.295905 40.051731),5,2,2009-02-25 13:30:56+00
POINT (116.295959 40.05174),5,2,2009-02-25 13:30:59+00
POINT (116.296004 40.051765),5,2,2009-02-25 13:31:03+00
POINT (116.296046 40.051803),5,2,2009-02-25 13:31:05+00
POINT (116.296036 40.051861),5,2,2009-02-25 13:31:08+00
POINT (116.296006 40.051909),5,2,2009-02-25 13:31:10+00
POINT (116.29597 40.051931),5,2,2009-02-25 13:31:11+00
POINT (116.295913 40.051946),5,2,2009-02-25 13:31:13+00
POINT (116.295867 40.051916),5,2,2009-02-25 13:31:14+00
POINT (116.295858 40.051873),5,2,2009-02-25 13:31:16+00
POINT (116.295871 40.051867),5,2,2009-02-25 13:31:21+00
POINT (116.295966 40.051786),5,2,2009-02-25 13:31:23+00
POINT (116.296004 40.051751),5,2,2009-02-25 13:31:24+00
POINT (116.296067 40.051735),5,2,2009-02-25 13:31:26+00
POINT (116.296118 40.051691),5,2,2009-02-25 13:31:28+00
POINT (116.29616 40.05168),5,2,2009-02-25 13:31:29+00
POINT (116.296217 40.05167),5,2,2009-02-25 13:31:31+00
POINT (116.296273 40.051685),5,2,2009-02-25 13:31:35+00
POINT (116.296331 40.051679),5,2,2009-02-25 13:31:39+00
POINT (116.296387 40.051706),5,2,2009-02-25 13:31:42+00
POINT (116.296458 40.051723),5,2,2009-02-25 13:31:44+00
POINT (116.296527 40.051739),5,2,2009-02-25 13:31:47+00
POINT (116.296586 40.051767),5,2,2009-02-25 13:31:52+00
POINT (116.296641 40.051791),5,2,2009-02-25 13:31:57+00
POINT (116.29672 40.051793),5,2,2009-02-25 13:32:00+00
POINT (116.296802 40.051787),5,2,2009-02-25 13:32:04+00
POINT (116.296898 40.0518),5,2,2009-02-25 13:32:07+00
POINT (116.29695 40.051808),5,2,2009-02-25 13:32:12+00
POINT (116.297008 40.051785),5,2,2009-02-25 13:32:15+00
POINT (116.297061 40.051755),5,2,2009-02-25 13:32:19+00
POINT (116.297115 40.051719),5,2,2009-02-25 13:32:23+00
POINT (116.297178 40.051705),5,2,2009-02-25 13:32:26+00
POINT (116.297245 40.051696),5,2,2009-02-25 13:32:28+00
POINT (116.297309 40.051689),5,2,2009-02-25 13:32:30+00
POINT (116.297369 40.051702),5,2,2009-02-25 13:32:33+00
POINT (116.297433 40.051713),5,2,2009-02-25 13:32:36+00
POINT (116.297491 40.051723),5,2,2009-02-25 13:32:39+00
POINT (116.297569 40.051725),5,2,2009-02-25 13:32:43+00
POINT (116.297623 40.051739),5,2,2009-02-25 13:32:46+00
POINT (116.297684 40.051739),5,2,2009-02-25 13:32:50+00
POINT (116.297754 40.051752),5,2,2009-02-25 13:32:54+00
POINT (116.297814 40.051758),5,2,2009-02-25 13:32:56+00
POINT (116.29788 40.051761),5,2,2009-02-25 13:33:00+00
POINT (116.297953 40.051766),5,2,2009-02-25 13:33:03+00
POINT (116.298023 40.05179),5,2,2009-02-25 13:33:07+00
POINT (116.298089 40.051818),5,2,2009-02-25 13:33:11+00
POINT (116.298147 40.051813),5,2,2009-02-25 13:33:15+00
POINT (116.298183 40.051797),5,2,2009-02-25 13:33:20+00
POINT (116.298246 40.051793),5,2,2009-02-25 13:33:24+00
POINT (116.298311 40.051771),5,2,2009-02-25 13:33:28+00
POINT (116.298347 40.051725),5,2,2009-02-25 13:33:32+00
POINT (116.29844 40.051698),5,2,2009-02-25 13:33:37+00
POINT (116.298522 40.051702),5,2,2009-02-25 13:33:39+00
POINT (116.298583 40.051689),5,2,2009-02-25 13:33:41+00
POINT (116.298629 40.051638),5,2,2009-02-25 13:33:44+00
POINT (116.298648 40.051586),5,2,2009-02-25 13:33:49+00
POINT (116.298688 40.051542),5,2,2009-02-25 13:33:52+00
